Term;Stemmed;Variations;Getting started;Types and functions;Defining types, streamlining functions;Functional programming;Writing a library: working with JSON data;Using typeclasses;Input and output;Efficient file processing, regular expressions, and file name matching;I/O case study: a library for searching the filesystem;Code case study: parsing a binary data format;Testing and quality assurance;Barcode recognition;Data structures;Monads;Programming with monads;The Parsec parsing library;The foreign function interface;Monad transformers;Error handling;Systems programming;Working with databases;Web client programming;GUI programming;Basic concurrent and parallel programming;Profiling and tuning for performance;Advanced library design: building a Bloom filter;Network programming;Software transactional memory
INSERT query;insert query;INSERT queries, INSERT query;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
print function;print function;print function;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
redirection (pipes);redirection ( pipe );redirection (pipes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rawsystem function 2nd;rawsystem function 2nd;rawsystem function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
identity parser;identity parser;identity parsers, identity parser;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.FilePath module 2nd;System.FilePath module 2nd;System.FilePath module 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monomorphism restriction;monomorphism restriction;monomorphism restriction;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
word8 type;word8 type;word8 type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
side effect;side effect;side effects, side effect;0;8;0;0;0;0;16;1;4;0;0;0;0;2;2;0;11;0;0;0;0;0;0;0;1;0;0;0
applicative functor;applicative functor;applicative functor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
static type;static type;static types, static type;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
URL-encoded query string;URL-encoded query string;URL-encoded query strings, URL-encoded query string;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
monoid instance;monoid instance;monoid instance;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monadplus typeclass;monadplus typeclass;monadplus typeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
foldl function 2nd;foldl function 2nd;foldl function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ranges (pattern matching);range ( pattern matching );ranges (pattern matching);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thunk;thunk;thunks, thunk;0;6;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;0
functionaldependency;functionaldependency;functionaldependencies, functionaldependency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
parameterized types 2nd;parameterized type 2nd;parameterized types 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
truncate function 2nd;truncate function 2nd;truncate function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
java programming language;java programming language;java programming language;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snd function;snd function;snd function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Control.Parallel module;Control.Parallel module;Control.Parallel module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
buffermode type;buffermode type;buffermode type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
error;error;errors, error;13;15;17;7;10;13;9;13;3;7;3;5;0;4;6;17;19;4;63;2;11;3;3;2;1;4;0;2
union keyword (C/C++);union keyword (C/C++);union keyword (C/C++);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
boilerplate code;boilerplate code;boilerplate code;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
exceptions 2nd;exception 2nd;exceptions 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
getstatus function;getstatus function;getstatus function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
folding from left;folding from left;folding from left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
getclocktime function;getclocktime function;getclocktime function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
or function;or function;or function;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ELF object file;elf object file;ELF object files, ELF object file;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
show typeclass;show typeclass;show typeclass;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toUTCTime function;toutctime function;toUTCTime function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
syntactic sugar;syntactic sugar;syntactic sugar;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tables (hash) 2nd;table ( hash ) 2nd;tables (hash) 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
boolean logic;boolean logic;boolean logic;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
master socket;master socket;master sockets, master socket;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Foreign.C.String module 2nd;Foreign.C.String module 2nd;Foreign.C.String module 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
custom data types for;custom data type for;custom data types for;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
.hs source file;.hs source file;.hs source files, .hs source file;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data.Traversable module;Data.Traversable module;Data.Traversable module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
reuse;reuse;reuse;0;0;0;4;0;1;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0
binary;binary;binary;3;0;4;0;0;0;4;4;2;11;0;7;8;4;0;0;1;1;0;0;0;0;0;0;1;0;0;0
System.Exit module;System.Exit module;System.Exit module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
recursion;recursion;recursion;0;4;0;13;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0
second function;second function;second function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
compiling source;compiling source;compiling source;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
handle function;handle function;handle function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
left value 2nd;left value 2nd;left value 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MVar type 2nd 3rd;mvar type 2nd 3rd;MVar type 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
haskell 98;haskell 98;haskell 98;1;0;0;0;0;9;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
listing directories with;listing directory with;listing directories with;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-sstderr RTS option 2nd;-sstderr RTS option 2nd;-sstderr RTS option 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flexiblecontext;flexiblecontext;flexiblecontexts, flexiblecontext;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Adler-32 checksum;Adler-32 checksum;Adler-32 checksum;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bangpattern;bangpattern;bangpatterns, bangpattern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
temporary;temporary;temporary;1;0;0;0;0;0;11;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
time;time;times, time;4;12;5;15;6;6;15;6;2;4;0;9;10;7;8;3;14;4;0;42;7;1;0;19;30;6;5;11
standard module;standard module;standard module;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
applicative;applicative;applicative;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;26;0;0;0;0;0;0;0;0;1;0;0;0
reporting;reporting;reporting;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
concurrent programs 2nd;concurrent program 2nd;concurrent programs 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
high-order;high-order;high-order;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
haselfmagic function;haselfmagic function;haselfmagic function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
running;running;running;1;1;0;0;0;1;3;1;0;0;5;0;0;1;1;1;1;0;0;7;1;0;5;6;4;0;2;1
space leaks 2nd 3rd;space leak 2nd 3rd;space leaks 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
key-value pair;key-value pair;key-value pairs, key-value pair;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
emptydatadecl;emptydatadecl;emptydatadecls, emptydatadecl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stack;stack;stack;0;0;0;2;9;0;2;0;0;3;0;0;4;0;0;0;2;37;4;1;1;0;1;0;8;1;0;0
identity;identity;identities, identity;0;0;0;1;3;4;0;0;0;5;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
file modification;file modification;file modifications, file modification;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
report flag (hpc);report flag ( hpc );report flag (hpc);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
type variable;type variable;type variables, type variable;0;16;2;0;0;0;0;0;0;1;0;0;0;4;3;0;0;1;1;0;0;0;0;0;0;0;0;0
interact function;interact function;interact function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
database;database;databases, database;0;1;2;0;6;0;0;0;0;1;0;0;2;0;1;1;0;0;3;0;98;21;7;3;0;0;1;1
compiling source code;compiling source code;compiling source code;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
numeric library;numeric library;numeric library;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lookup function;lookup function;lookup function;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zipwith function;zipwith function;zipwith function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
filesystem;filesystem;filesystems, filesystem;0;0;0;0;0;0;0;3;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0
primitive recursive function;primitive recursive function;primitive recursive functions, primitive recursive function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JavaScript Object Notation [See JSON];javascript object notation [ see json ];JavaScript Object Notation [See JSON];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.IO library;System.IO library;System.IO library;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
interface;interface;interfaces, interface;1;1;0;0;2;1;0;0;0;0;3;0;0;2;9;0;10;2;2;5;3;0;11;0;0;6;1;0
local variable;local variable;local variables, local variable;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
weak head normal form (WHNF) 2nd 3rd;weak head normal form ( whnf ) 2nd 3rd;weak head normal form (WHNF) 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
float type;float type;float type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ix type;ix type;ix type;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exposed-Modules field;Exposed-Modules field;Exposed-Modules field;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
line constructor;line constructor;line constructor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Map.insert function;Map.insert function;Map.insert function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
adding safely to PCRE;adding safely to PCRE;adding safely to PCRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
laziness;laziness;laziness;0;1;0;1;0;0;2;0;0;0;0;4;0;0;0;0;0;0;9;1;0;0;0;0;1;0;0;0
Build-Depends field;Build-Depends field;Build-Depends fields, Build-Depends field;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
runghc program;runghc program;runghc program;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MySQL;mysql;MySQL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
h function;h function;h functions, h function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
typesynonyminstances 2nd;typesynonyminstances 2nd;typesynonyminstances 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
anonymous (lambda) functions 2nd;anonymous ( lambda ) function 2nd;anonymous (lambda) functions 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
transformer;transformer;transformers, transformer;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;80;7;0;0;0;0;0;0;1;0;2
buffering;buffering;buffering;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
pure error handling;pure error handling;pure error handling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gen environment;gen environment;gen environment;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
communication between 2nd;communication between 2nd;communication between 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
character;character;characters, character;12;1;7;7;26;3;15;23;2;3;4;0;0;1;2;37;3;0;0;1;5;0;0;1;1;1;2;3
newtype declaration;newtype declaration;newtype declarations, newtype declaration;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.Directory module 2nd 3rd;System.Directory module 2nd 3rd;System.Directory module 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
readint function 2nd;readint function 2nd;readint function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tuple;tuple;tuples, tuple;0;12;13;2;0;1;2;5;0;2;0;9;1;10;0;0;0;0;0;0;0;0;0;0;5;2;0;0
zero-width escape sequence;zero-width escape sequence;zero-width escape sequences, zero-width escape sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
string function;string function;string function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.Win32 module;System.Win32 module;System.Win32 module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
record syntax 2nd;record syntax 2nd;record syntax 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monads 2nd;monad 2nd;monads 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
point (.) character;point (.) character;point (.) character;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
normal form (NF);normal form ( nf );normal form (NF);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
data structure;data structure;data structures, data structure;0;1;0;0;0;4;0;0;0;1;1;6;3;0;1;0;4;0;1;0;0;0;0;0;4;6;0;0
IConnection function;iconnection function;IConnection function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
minbound function;minbound function;minbound function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SELECT statement;select statement;SELECT statements, SELECT statement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
read;read;read;5;9;4;17;0;38;30;4;3;6;0;3;2;8;3;3;0;3;3;4;10;1;0;6;1;3;0;3
partial type monad instance;partial type monad instance;partial type monad instances, partial type monad instance;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pseudorandom number generator (PRNG);pseudorandom number generator ( prng );pseudorandom number generator (PRNG);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
metadata (database);metadata ( database );metadata (database);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monad stack;monad stack;monad stack;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0
I/O;I/O;I/O;0;1;0;3;1;1;86;6;8;0;0;0;0;6;8;0;0;0;11;0;2;0;1;9;0;0;0;8
fusion;fusion;fusion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0
C PCRE API;C PCRE API;C PCRE API;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
combining function;combining function;combining functions, combining function;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
module declaration;module declaration;module declarations, module declaration;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sequencing;sequencing;sequencing;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
podcatcher;podcatcher;podcatcher;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;1
constant applicative forms (CAFs);constant applicative form ( cafs );constant applicative forms (CAFs);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
reading/modifying state;reading/modifying state;reading/modifying state;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quickcheck 2nd;quickcheck 2nd;quickcheck 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
peek function;peek function;peek function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
environment variable;environment variable;environment variables, environment variable;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fromintegral function 2nd;fromintegral function 2nd;fromintegral function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
transformer stacking;transformer stacking;transformer stacking;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
new identity;new identity;new identities, new identity;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
generator expression;generator expression;generator expressions, generator expression;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monads and 2nd;monad and 2nd;monads and 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
loop;loop;loops, loop;0;4;0;26;0;1;3;5;12;1;1;0;0;2;1;0;6;0;1;0;0;0;7;0;31;10;3;1
callback function;callback function;callback functions, callback function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
memory location;memory location;memory locations, memory location;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quot function;quot function;quot function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
elem function;elem function;elem function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
starvation;starvation;starvation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
toupper function;toupper function;toupper function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
withtransaction function;withtransaction function;withtransaction function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
values (undefined);value ( undefined );values (undefined);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
inductive case;inductive case;inductive case;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
google;google;google;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
openbinarytempfile function;openbinarytempfile function;openbinarytempfile function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gettables function;gettables function;gettables function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Control.Monad module 2nd;Control.Monad module 2nd;Control.Monad module 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
searching;searching;searching;0;0;0;1;0;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
widgets (GUI programming);widget ( gui programming );widgets (GUI programming);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
export;export;exports, export;0;0;0;1;8;9;0;0;0;1;0;1;2;1;3;2;2;1;1;0;0;0;2;3;1;8;0;0
quicksort algorithm;quicksort algorithm;quicksort algorithm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
invisible data dependency;invisible data dependency;invisible data dependencies, invisible data dependency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
statet monad transformer;statet monad transformer;statet monad transformer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data.List module;Data.List module;Data.List module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shape of functors;shape of functors;shape of functors;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
category theory;category theory;category theory;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FreeBSD;freebsd;FreeBSD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Data.Monoid module;Data.Monoid module;Data.Monoid module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
subtype polymorphism;subtype polymorphism;subtype polymorphism;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monomorphic property;monomorphic property;monomorphic properties, monomorphic property;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
printf (c) option;printf ( c ) option;printf (c) option;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
connecting;connecting;connecting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0
FFI binding;ffi binding;FFI binding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;3;0;0
web client programming;web client programming;web client programming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;1
Data.Sequence module;Data.Sequence module;Data.Sequence module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
identity transformation (foldr);identity transformation ( foldr );identity transformation (foldr);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
multiparamtypeclass;multiparamtypeclass;multiparamtypeclasses, multiparamtypeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
